44	حكمٌ بالإعدام فلسطينيون يندِّدون بقرار ترامب حول الأونروا: كرامتنا وأمننا في خطر	0
45	لو قيادات الخليج كانوا سمعو عن مشكلة بوعزيزي قبل ما يحرق نفسه و ادوله شغلانة هناك مكناش وصلنا للى احنا فيه ! #حقيقة #مصر #ضد_الانقلاب	1
46	  #المسخرة_بالشين #المنفضة بصفه عامة, كتر خير الفورين بوليسى, إنها متابعة أخبارنا...	1
47	…   متصل ع قناة الفراعين اوباما عميل لا امريكا #مصر	0
48	مصرية فوجئت بعد أن تم انتحال شخصيتها في مركز اقتراع في الإسكندرية #مصر	0
49	اب سوري يفقد 13 من عائلته بعد ان قصفهم الجيش التركي المجرم في مدينة الباب  ( مشاهد لايظهرها الإعلام المنافق ولايريدها انصار اردوغان )	0
50	@janoubia_news):  #بوتين يخطف الأنفاس ويغوص في الجليد! #روسيا...	0
51	ما بين تابليت مرسي واستيكة مبارك   ! احنا كنا في دولة المسخ	1
52	#السيسي_وعصابته غدرت بالرئيس المنتخب #محمد_مرسي وهددت #احمد_شفيق حتى انسحب والآن قبضت على #سامي_عنان لانه شكل خطراً على العصابة وخططها المستقبلية لك الله يا #مصر	0
53	#يتيم_المجد وضعه مزري يذكرني ببشار النعجه يوم يجلس مع بوتين	0
54	جوز اختي بيحكلي خطاب مرسي وبيقلده	1
55	دول ثوار ؟   محمد حبيب النائب السابق لمرشد الاخوان: مرسي اتفق مع عمر سليمان على الانسحاب من الميدان مقابل شرعية الجماعة!	1
56	#امان زى اللى بيقول ماما #رقاصه بس مربيانى احسن تربيه   ياجدع :D :D :D	1
57	هع هع هع مبارك يطالب الداخلية بحضوره جنازة عمر سليمان	1
58	#عباس_كامل .. رسالة من جهاز الموساد الإسرائيلي إلى العميل المخلص عبد الفتاح السيسي .. نشكركم على حسن تعاونكم معنا	1
59	#اللى_هينتحروا_بسبب_خطاب_البتاع_بيعملوا_فولو_لبعض	1
60	خطاب مرسي   مونتاج عالمي بجد #بورسعيد #مرسي	1
61	وصول 27 الف طن قمح من روسيا ف ميناء الاسكندريه مع ان بوز الاخص #مرسى لما راح قال لبوتين عندك قمح قالوا ﻷ وهو عنده جوه   ههههه	1
62	#حظر دا .. يعني بدل ما تبقا حظر تبقا حذر !!! #مرسي	1
63	ياخراشي علي مخ الخرفان حتي لما بيطلعو اشاعه بيطلعوها هابله زيهم بيقولك جبهه الانقاذ لانقاذ الحزب الوطني كانت تخطط لخطف مرسي نيههااا	1
64	ههههههههههه النشيد فى بدايتة حسسنى ان #الحرب قامت وبعدين قلب ردح لـ #مرسى ولـ #حزب_الكنبة ...	1
65	@Gaber75:   | حملة جديدة تحت عنوان «كمل جميلك» تبدأ بجمع ما تقدره بـ 30 مليون توقيع في 16 سبتمبر القادم لترشيح «السيسي» للرئاسة #مصر	0
66	مرسي لفاروق سلطان: النيشان اللي ادتهولك ده تبله وتشرب ميته يا فاروق #هزار	1
67	احسبه ترامب قلبتوا راسي بالصورة 🙄	0
68	@SaifAlIslam_G):  شهادة للتاريخ:  السعودية لا تخون أعدائها حتى تخون أصدقائها،...	0
69	#البحرين_قطر  #مجلس_خليجي23 الشيخة موزه تكافئ للاعيبة منتخب #قطر على المجهود الي بذلوه في البطوله #خليجي23 تكفلها بسهره ليلة كامله معى النوم مع كل لاعب +الفوتكا على حسابها الخاص	0
70	  بشار يصرح بإنو المتظاهرين ماهم إلا عاطلون يتلقون أجر مادي شو مشان يلي بيموتوا برصاص عصابتك يابشار !!!!!!	1
71	…  أردوغان يعترف بالاتفاق وروسيا تؤكد تواصلهما الدائم معه	0
72	#السيسي يهاجم ثورات الربيع العربي ويتهمها بالتسبب في مقتل مليون و400 ألف شخص!! وجه له رسالة..	0
73	#عزمي_بياره اجنبي والعصملي والايراني محتل ديرتهم من جد يوم قال معمر القذافي #من_انتم والله ان #تميم وابوه و #حمد_بن_جاسم مرتزقه وخدامين للتركي وللايراني الله يعز #ملكنا_سلمان و _#محمد_بن_سلمان بس	0
74	"تذكرت هيدول اللي بكونوا ناطرين تفجير الجامع بسوريا ليقولوا ""الله اكبر على بشار"" ..خييّ، شو عرّفك بشار هلق حيبعت صاروخ؟ احترموا عقولنا"	1
75	#كيم_جونغ_أون مهدد بدخول السجن.. #كوريا_الشمالية  تابعونا عبر بثنا الباشر على يوتيوب من خلال الرابط التالي:	0
76	اسوء معامله تلقاها في مركز خدمة المواطن فرع مبارك الكبير الموظفه تحسسك انك داش بيت ابوها وترد من طرف خشمها	1
77	ده ايه ده بقى ان شاء الله !!! .. الناس دى لاسعة رسمى هههههههههه #مرسى #اخوان #كوميديا	0
78	#موزة_المسند #موزة_المسند_عقرب_الرمل #الشيخه_موزا_مصدر_ارهابهم #قطر_تدعم_الإرهاب #قطر_تمول_الإرهاب الشرفاء لي طالعين ويقولون لا تتكلم في الاعراض و ينكم من سبهم واهانتهم لرموز دولتنا وبنات شيوخنا وبلادنا. وبعدين #العايبة ما نطريها بالعرض لازم تنتطرى بالطول طويله هبيله	0
79	جمال مبارك : زيدان مــو لاعب بشار عبدالله : بالوتلي افضل من روني يا جماعه شنو حلهم هذول والله يفشلون يبا لا يحللون بعد	1
80	#عيش_حرية_كرامة لا عنان ولا السيسى مرسى رئيسى	0
81	@Yousif05: #egypt مصر: مئات المتظاهرين يقطعون كوبرى أكتوبر مطالبين بالقصاص للشهداء وسط انزعاج ومشادات مع سائقى السيارات	0
82	ما بق ناقص الا يتوسط بشار الاسد لاطلاق المخطوفين اللبنانيين	1
83	#بوتين يستعرض قدراته الجسدية مجدداً ويغوص في مياه بحيرة متجمدة  الرابط البديل:	0
84	قاللو احنا هنتعامل مع المعارضة زي ما قدرتو وزنهم فالشارع #مصر   #باسم يوسف	1
85	#السيسي يخصخص جهاز المخابرات العامة #عباس	0
86	ألجالية النوبية فى مصر قامت بدور عظيم فى الحرب	1
87	#اردوغان خليفة المثليين وماسح حذاء بوتين ..	0
88	٥٠٠ رياضي روسي تقدم للمشاركة في الالعاب الشتوية الشهر القادم تحت العلم الاولمبي، تمت الموافقه على ٣٨٩ ورفض ١١١.  هذا العدد من الرياضيين الروس تقريبا مساوي لعدد الرياضيين الروس الذين شاركوا في سوتشي الروسيه ٢٠١٤!  -كل الاخبار والتوقعات كانت بمشاركة قلة قليله بعد موافقة بوتين حينها	0
89	@DLachine: و أول مناظرة رئاسية في تاريخ مصر و العالم العربي لا تذاع على تلفزيون الدولة الرسمي ..   #Monazarat #انتخابات_مصر #مصر	1
90	سما المصري ماشية بزفة في المنيل علشان بتأيد السيسي و و لبسه جلبية بلدي و معاها خروف علشان تذبحه #مصر	0
91	اشعر بالشفقه على حال ثورجيه مصر لو الحكم فى قضيه الالتراس كان مخفف يبقى مرسى ضيع حق الشهداء ولو حكم قاسى بالاعدام يبقى مرسى ظالم   #مصر	1
92	(1) إسماعيل هنيّة في رسالة إلى السيّد القائد الخامنئي: المؤامرات كانت واضحة من البداية لكن في الأشهر الأخيرة وخلال مؤتمر #الرياض وتصريحات #ترامب التي وصف فيها #إيران و #حزب_الله و #حماس بالأعداء اتضحت هذه الحقيقة أكثر من السابق.	0
93	 #عاجل ..ترامب ينفي نقل السفارة الأمريكية إلى القدس خلال عام	0
94	حسني اتمسك عاليه 4 اقفشات في 30 سنة مرسي بقاله 8 شهور والعرض مستمر #مرسي #حسني_مبارك	1
95	بعد حبس الصحفيين .. طب هوا مبارك كان وحش فى ايه بقى ؟؟؟؟؟ ;) #اخوان #محمد_مرسى   #رصد #الجزيرة #PRT	1
96	@battalalgoos وحسابك عفواً اقصد حساب باراك أوباما الساخر كان المفروض ان يعلق	1
97	بتخيل ردة فعل @AhmedEysa1 وهو بيتفرج على مرسي و الكتاتني والشاطر ..وكل الإخوان ع التليفزيون ...  ..تعرفشي عنه حاجة يا @hamedelgendy	1
98	وئام وهاب لميقاتي: مين انت لولا بشار الأسد؟ على أساس يا طبل انت عالم فضاء ومن أصحاب الفضل لبقاء البشرية وكلو من صناعة نفسك!!!   #لبنان	1
99	ديكتاتورية ... فاشية ... سادية , كلها مصاريف إدارية يا #مرسي :)) .. ابن الجماعة صدق انه #الرئيس :)) #هع	1
100	#عاجل| #أردوغان: أتوا ب5000 شاحنة وبألفي طائرة لنقل الأسلحة إلى الإرهابيين بينما نحن أردنا شرائها من أمريكا ودفع مقابلها لكنها فضلت تسليمها للإرهابيين فكيف نكون حلفائها	0
101	  عليّا النعمة .. الإخوان بقالهم 80 سنة بيعارضوا عبد الناصر و السادات و مبارك عشان يوصلوا للحُكم .. و أول...	1
102	180124 - نيڤيا كوريا سوف يقومون بحدث هدايا في بث ايكون الليله,للمشاركة خلال البث قومو بالتعليق برسالة تشجيعية لـ ايكون وقومو بالتقاط الشاشة عليها وقومو بالتحديث بها على الانستقرام مع هاشتاق #니베아이콘 (#.نيفيا ايكون)	0
103	"@SteveNabeel: الاخوان هيغتالوا مرسي و يمثلوا دور الضحية و يهيجوا الناس و ينزلوا بخيرت الشاطر في الانتخابات اللي بعدها و يكسب""   ههههه"	1
104	@basma510 كفايه مسخره يا جهله ينفع شعار للمليونيه الجايه #مرسي #الاخوان	1
105	#أردوغان: أتوا ب5000 شاحنة وبألفي طائرة لنقل الأسلحة إلى الإرهابيين بينما نحن أردنا شرائها من أمريكا ودفع مقابلها لكنها فضلت تسليمها للإرهابيين فكيف نكون حلفائها - عبر نبض	0
106	#عفرين بعد القضاء على وحدات حماية الشعب الكردية	0
107	صفحات الاخوان ناشرين الفرق بين الزيت فى عهد مبارك وعهد مرسى...شوفو الصفاااء انتو بتقولوو ايه ياجماااعه	1
108	#روسيا : الرئيس الروسي فلاديمير بوتين والعديد من الحجاج الأرثوذكس في المياه المجمدة للطقوس التقليدية الأرثوذكس عيد الغطاس بمناسبة معمودية يسوع , وقد حظرت السلطات هذه الطقوس في سيبيريا حيث انخفضت الحرارة الى – 68 درجة مئوية , وقد غمر بوتين نفسه في المياه الجليدية في بحيرة سيليجر.	0
109	ملخص كلام مرسى '' طلاق مبطلقش '' :D :D	1
110	"المضحك المبكي ان ""شيخ ""الازهر حرم التظاهر على مبارك وحلله على مرسي وايد مبارك ودعم شفيق وبيحسب نفسو ثائر..."	1
111	#مرسي عم بيقول انو على النظام الحاكم في #سوريا يراجع التاريخ #شوف_حالك   ... #مصر	1
112	#خاطرة_عن_القذافي لقد أسس بنيان البلاد على شفا جرف هار وعند أول زلزال حقيقي إنهار البنيان بنا وبه في فوضى نكبة فبراير فيا إيها المتباكون على عهده لماذا النعيق بخراب فبراير والسكوت على ما ومن أوصلنا لهذا الخراب....	0
113	#المعتوه_ترامب و #بوتين يرد بالفعل يجب الكشف على قواه العقلية	1
114	عاجل : احلام تعلن مسؤوليتها عن مقتل القذافي    #احلام #كويت	1
115	#احيه تخيلوا بقي لو اللي بيحاور مرسي دا #باسم_يوسف مش عمرو الليثي الحوار هيبقي عامل ازاي؟ :D	1
116	#مرسي يصلي الفجر حاضراً #مرسي يحفظ كتاب الله عن ظهر قلب #مرسي وليٌ بل تقيٌ من أتقياء الله ... جيد ليتقدم بطلب لإمامة المسجد الحرام !!	1
117	#رئيس_مصر اين سيقوم بالقسم بعدما حل مجلس الشعب المصري!!   #انتخابات_الرئاسة #Egpyt وسي مرسي يقوا احترمو القانون والقضاء	1
118	احلو بعيني الوردي والبرتقالي حق جيمين الي ماكانو عاجبيني قدام زينب العسكري فرع كوريا 💔	0
119	  #مرسى لو عاوز تحشد الشعب بتاعك ..اعلن عن مليونيه .الشريعه والجركن ..	1
120	"@taqadum: مرسي والسيسي في مستشفي المعادي   أوفر أكتينج 1 1
ههههههههه هموت من الضحك...دة حصل فعلاً؟؟ “@taqadum: مرسي والسيسي في مستشفي المعادي 1 1
@taqadum: مرسي والسيسي في مستشفي المعادي   العلبة دي فيها فيل!!"	1
121	الحمدلله اطمنت ان مرسي ونجاد بقوا في حضن بعض ,,ادخل انام بقي وانا مرتاح :D   القدر	1
122	#كلنتون لكن يضحك كثيرا من يضحك أخيرا #هيلاري هي الرئيس القادم بعد إرغام #ترامب على التنحي ٢٠١٩ على أبعد تقدير	0
123	يقولون الجيش السوري يخوف اسرائيل يا عم طيير الجيش فقط يحمي النعجة بشار وحزب اللات،اسرائيل تضرب سوريا والنعجة مغمض عيونه والله   #Syria	1
124	"لبطة الچبد:هل تعلم أخي الثائر في البحرين:عندما تسلم خليفة بن سلمان منصب رئاسة الوزراء كان الرئيس الأمريكي أوباما في الروضة؟   #Bahrain"""	1
125	@alajlan_f مضحك جدا: طالما لديهم القدرة على نزع سلاح من سيسقط بشار،فلماذا لا يسقطون بشار.   و #طرفة حقيقية	0
126	#الليبراليه_دمار الليبرالية والعلمانية خير وسيلة للتعايش السلمي بين الأمم دون الدخول والتطفل على المعتقدات الفكرية والايمانية لكل شخص  طبعا هالحكي لن يناسب قاذفي المحصنات من دواعش الداخل  فعلا:- من دون داعش بذتنا دواعشنا	0
127	#تركيا في مأزق..! فرضت الولايات المتحدة الامريكية غرامة تصل إلى 37.5 مليار دولار عقوبة للبنك المركزي الذي تديره حكومة #أردوغان بسبب الإلتفاف على العقوبات الدولية المفروضة على #إيران وذلك بتحويل ملايين الدولارات لإيران..! •تفاوض تركيا لتخفيض المبلغ بمثابة إعتراف ضمني بالخيانة..!	0
128	#المقطم (2): فيديو تخيلي لقصف كوريا الشمالية مقر الإخوان الرئيسي نزولاً علي رغبة الشعب المصري :D	1
129	#مرسي بيقول ...سياسية تقوم علي استخدام التطبيق في الحوار ههههه   #قذافي_مصر	1
130	@putinarabia):  أصبح معلوماً للجميع بأن العدوان على #اليمن وحصار #قطر يمكن...	0
131	#ساويرس طلع ثوري ومطلعش حرامي ولا سرق 14 مليار جنيه زي ما #الاعلام الفاسد كان بيضلل الناس و #مصر لن تركع و #مرسي مش فاهم حاجة بردو	1
132	"شوفتوا انتو "" اغلبية و معارضة "" هاهاها   #مرسي"	1
133	#الحوثي ينغمس في القاع دونية و جريمة ننتظر تبين موقفها الصريح #ارهاب_مالوش_دين يحارب #امريكا والمنطقة #العربية و #اوربا أهدافه خوجات #بوش و #هيلاري والاخرين لا يشكلو خطر	0
134	#روسيا باعت السوري الكردي و #تركيا باعت السوري العربي بالنهاية المباع #سوري #شعبي #سوريا #الشعب_السوري #غصن_الزيتون #الاكراد #الكرد #أدلب #مطار_ابو_الظهور #Syria #اردوغان #بوتين	0
135	#حصار_قطر .. بعد كل هذا عل هناك عاقل يصدق حديث #دول_الحصار الأربعة بان #قطر تدعم الاٍرهاب ؟!	0
136	“@fatfouta1: القذافى اسلوب حياة ﺍﻫﺎﻟﻲ ﺍﻟﻤﻨﺼﻮﺭﺓ ﺍﻟﻜﺮﺍﻡ RT @M0ZHEL:   حلوه. فتيات من الجنسين	1
137	"#ترامب يعلن عن قائمة الفائزين بجوائز ""الأخبار المزيفة"""	0
138	#مرسي أن الشرطة في القلب من ثورة 25 يناير وأنها عبرت العبور الثاني بعد عبورها الأول .. ندعو الرئيس للإفراج عن اللواء حبيب العادلي !!	1
139	#يحدث_الان_في_ايران  وعشره يلطمون وهم خارج ايران  اوباما كونداليزارايس هيلاري كلينتون حسن نصر الشيطان تميم اردوغان عبدالملك الحوثي المالكي العبادي بشار  بالاضافه الى مطبلين حماس	0
140	كام مرة مرسي قال شرعية #مرسي #الشرعية   :)	1
141	هل تعلم أن وزارة النقل ظلت بلا وزيرلمدة شهرين بعد حادث قطارأسيوط ولم تشهد السكة الحديد حوادث إلابعد تعيين وزير جديد!!   #البدرشين #مرسي	1
142	#طبع_ما_تحبه أن يكون من يكفر الناس ويدخلهم في الاسلام شخص لاينتمى الى الهيئة الدينية الرسمية في المملكة العربية السعودية يجب ان تادب #نورة_شتار على خلق العنف والتكفير وهذي صورة تغريدتها تنبية داعش أفسد في الارض وسبب لكل دمار في الارض لكن هل نكفر هذا الفكر او نعالجه حاسبوها	0
143	كلينتون: بشار الأسد ما زال متمسكا بالسلطة ويجب تأمين انتقال سلمي بدونه والله ان صرنه امة لا يحسب لنا اي حساب #bahrain	1
144	من صفات جرائم #السيسي المفتعلة إن عدد القتلى بيكون أكتر من عدد الجرحى   #العريش #سيناء #مصر #لول	1
145	 ايهاب جلال مصمم يرجع باسم مرسي يجيب اجوال وباسم مرسي مصمم يرجع ايهاب جلال يدرب انبي 😂 اتوقع فوز الزمالك انشاء الله #شجع_مع_شيما	0
146	 واضح ان ساركوزي ماسك عليهم اشرطه 💿  وافلام يهددهم بها  😹 😹 😹 😹	1
147	#حرس_جمهوري. أبو #11فيتو #بوتين يريد أن يقبل الشعب السوري عصابة #الأسد للأبد! #روسيا #أستانا #جنيف #فيينا #سوتشي #سوتشي_مؤتمر_الخيانة #الأسد_للمحكمة_لا_للمصالحة #سوريون_ضد_سوتشي	1
148	#جهراوي | #الرئيس_التركي #رجب_طيب_أردوغان: لن نتراجع عن عملية #عفرين ولدينا اتفاق مع #روسيا	0
149	@Rsh_Nw ولا شي بس قاصفين ميناء مبارك بثلاث صواريخ وحكومتنا تقول هذيلا اشقائنا وماكو الا العافية :)	1
150	@kinzy25: #مرسي لا يوجد لديه مستشارين حاليا الا الجنزوري وطنطاوي وعنان ومع هذا يقول علينا #فلول  	1
151	#جمعه_12اكتوبر يعنى عاوزين يحاسبوا الرجل على كم شهر و كانول بيقولوا سيبوا مبارك كمان 6 شهمور فوق 30 سنه	1
152	الخطاب بتاع السيسي اللي قدام الضباط ..   السنيييييييييييييييييييين!! :D بيردحلهم تقريبا!! :D	1
153	#الشيخه_موزا_مصدر_فخرنا  كم كلفت عمليه نفخ مكوه موزتكم فخركم  نسيتو نظرات ساركوزي فيها  🙂  عيب عليكم ياعرب افتخرو بمسلمه  عفيفه لا تفتخرون بمثل هاذي الساقطه  مهما فعلت فالأنثى جمالها في دينها  وسترها وحجابها وعفتها  في قطر من هن اطهر وأشرف منها.	0
154	دعي ابن أم مرسي للحوار فرفضته الجبهة وقبله بعض الأحزاب الطرية قوم أيه مجلس الشوري قالهم حوار مين يابو حوار قوم إيه انسحبوا	1
155	#مرسي بص يا مرسي. عليك بهم. ، تسلاب عليها ثياب ، 😂   ياليت مصر. ماهيب دولة عربية 😪😞😵 اهانه للعالم العربي كونها دولة عربية ?😪😞?	1
156	"«أبو حامض» يطالب بإجراء حاسم مع الشيخ محمد جبريل لدعائه على ""السيسي"" هعهعهعهعهعهعهعهع"	0
157	#تكية_السيسي: التليفزيون المصري: السيسي يكلف اللواء عباس كامل مدير مكتبه بتسيير أعمال جهاز المخابرات العامة!	0
158	@HaniBinbrek هاني بلا بريك إعقل رجعت زي القذافي اذا المجلس ماصرف شوف عمك عيدرووسس ايش عمل من قبل بلا دووخه انت بسبعين وجه كنت رجل دين ضيعت كل شيء بالسياسة	0
159	 انت اكلته من فوق ومن تحت وكملت بحق خمنائي فيدك.	1
160	#كيم_آون_جونغ .. وهو يقرأ كتاب #نارٌ_وغضب للمؤلف الأمريكي مايكل وولف .. الكتاب الذي حقق مبيعات قياسيه في آول طرحٍ له بالأسواق .. 😂😃😀🌹😃 أنا مستغربه كيف وصل له الكتاب اذا كانوا فعلا مُحاصرون ؟؟؟ 🎶😃😃😃😱 #FireAndFury 😃😃😃🌹🏆🌨🎶	1
161	@abomroan999 اوووه حكينا كتير!! ، بس بدي افهم هاللبيصوتو ازا بشار صوتو حلو حتصوتولو وتدعمووه ! العرب   مع كل الاحترام للي بيستحقووه .	1
162	بوتين: على اوباما التفكير باحتمال سقوط ضحايا في الهجوم على سوريا... يييي قلبك شو طيب انت!	1
163	#أردوغان: أبلغنا روسيا والتحالف الدولي بأننا لن نتراجع عن عملية #عفرين	0
164	#خبر_عاجل: الرئيس المصري يقيل رئيس جهاز المخابرات العامة #مصر #السيسي #المخابرات_العامة	0
